"","timedelta","n_tokens_title","n_tokens_content","n_unique_tokens","n_non_stop_words","n_non_stop_unique_tokens","num_hrefs","num_self_hrefs","num_imgs","num_videos","average_token_length","num_keywords","data_channel_is_lifestyle","data_channel_is_entertainment","data_channel_is_bus","data_channel_is_socmed","data_channel_is_tech","data_channel_is_world","kw_min_min","kw_max_min","kw_avg_min","kw_min_max","kw_max_max","kw_avg_max","kw_min_avg","kw_max_avg","kw_avg_avg","self_reference_min_shares","self_reference_max_shares","self_reference_avg_sharess","weekday_is_monday","weekday_is_tuesday","weekday_is_wednesday","weekday_is_thursday","weekday_is_friday","weekday_is_saturday","weekday_is_sunday","is_weekend","LDA_00","LDA_01","LDA_02","LDA_03","LDA_04","global_subjectivity","global_sentiment_polarity","global_rate_positive_words","global_rate_negative_words","rate_positive_words","rate_negative_words","avg_positive_polarity","min_positive_polarity","max_positive_polarity","avg_negative_polarity","min_negative_polarity","max_negative_polarity","title_subjectivity","title_sentiment_polarity","abs_title_subjectivity","abs_title_sentiment_polarity","shares"
"weekday_is_sunday","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.16 |  0","-1.96 |  0.00944720455873238","2.2 |  0.00119042967865468","-1.25 |  1.26242165763393","3.4 |  1.20299326056283e-09","-2.14 |  0.00206566168197142","1.24 |  1.33289427307042","1.53 |  0.231064476559784","2.47 |  9.13225963738995e-05","","","","2.53 |  4.81547608233157e-05","","2.61 |  2.02423511286298e-05","-1.94 |  0.0109117080275389","-2.31 |  0.000439338691182733","","2.46 |  0.000101137676011831","1.91 |  0.0140754129132503","-2.76 |  3.74156052806995e-06","3.39 |  1.55735424556269e-09",""
"is_weekend","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.88 |  9.92513160547048e-07","1.3 |  0.939007169451367","","2.73 |  5.54625252391361e-06","","2.01 |  0.00607606770683944","2.19 |  0.00125955068486228","3.47 |  4.6163073363914e-10","1.13 |  2.39566765717261","","","2.79 |  2.70378497368995e-06","-1 |  4.666556465504","3.82 |  2.88657986402541e-12","-2.57 |  3.22132164054523e-05","-3.85 |  1.70974345792274e-12","","2.4 |  0.000183980429002695","3.23 |  1.1847367531459e-08","-3.5 |  3.08642000845794e-10","3.65 |  3.65929508916452e-11","1.7 |  0.0733752288507139"
"LDA_00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-17.93 |  0","-25.56 |  0","-27.46 |  0","-24.34 |  0","","10.71 |  0","14.69 |  0","-7.76 |  0","16.17 |  0","-11.37 |  0","","-10.4 |  0","5.33 |  0","4.1 |  4.44089209850063e-14","3.92 |  5.55111512312578e-13","","-4.88 |  0","2.8 |  2.51334135725756e-06","","-2.8 |  2.39809589963613e-06",""
"LDA_01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-23.17 |  0","-12.17 |  0","-24.63 |  0","5.31 |  0","-1.57 |  0.1767245254227","6.28 |  0","9.69 |  0","-1.37 |  0.621281950205033","2.91 |  6.45061537518643e-07","4.51 |  0","2.65 |  1.26407370570902e-05","4.06 |  6.66133814775094e-14","-10.29 |  0","-6.12 |  0","-3.96 |  2.88657986402541e-13","5.44 |  0","","-7.18 |  0","3.44 |  6.94866386652393e-10","-1.02 |  4.26133184033"
"LDA_02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-32.86 |  0","-23.17 |  0","-17.86 |  0","-21.87 |  0","-22.96 |  0","2.02 |  0.00552587532309801","-13.98 |  0","18.94 |  0","-13.83 |  0","-5.92 |  0","-10.93 |  0","3.83 |  2.30926389122033e-12","-6.91 |  0","7.96 |  0","-7.65 |  0","-7.43 |  0","5.93 |  0","-8.17 |  0","-5.92 |  0"
"LDA_03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-35.79 |  0","8.09 |  0","","-5.12 |  0","7.41 |  0","-16.9 |  0","","7.18 |  0","10.88 |  0","-1.41 |  0.512146661943857","-11.44 |  0","-2.56 |  3.51418157684691e-05","-7.48 |  0","12.91 |  0","2.77 |  3.51550206723061e-06","-1.38 |  0.60609281818782","12.21 |  0","8.38 |  0"
"LDA_04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.87 |  0","13.74 |  0","9.52 |  0","-9.83 |  0","17.26 |  0","-10.95 |  0","2.2 |  0.00123544524153196","2.13 |  0.00219753805714706","4.2 |  0","12.01 |  0","10.42 |  0","3.66 |  3.08642000845794e-11","-5.4 |  0","2.37 |  0.000244894127154893","","-4.55 |  0","-1.66 |  0.0934009265319169"
"global_subjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.94 |  0","46.71 |  0","25.32 |  0","48.75 |  0","13.29 |  0","63.17 |  0","24.4 |  0","51.88 |  0","-44.32 |  0","-35.01 |  0","-22.32 |  0","11.41 |  0","3.41 |  1.15054632487954e-09","","9.11 |  0","3.16 |  3.09396286368724e-08"
"global_sentiment_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.07 |  0","-47.2 |  0","72.78 |  0","-65.07 |  0","49.67 |  0","8.61 |  0","43.09 |  0","22.98 |  0","28.54 |  0","-4.42 |  0","2.36 |  0.000255828477846443","23.83 |  0","-2.87 |  1.07253848025124e-06","7.19 |  0",""
"global_rate_positive_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.65 |  0","62.86 |  0","-33.01 |  0","33.13 |  0","-10.71 |  0","47.33 |  0","-13.18 |  0","-11.54 |  0","-7.27 |  0","10.99 |  0","13.65 |  0","-13.73 |  0","10.34 |  0",""
"global_rate_negative_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-39.87 |  0","77.96 |  0","19.3 |  0","6.08 |  0","18.29 |  0","-35.22 |  0","-47.85 |  0","7.06 |  0","9.02 |  0","-13.82 |  0","-5.51 |  0","5.59 |  0",""
"rate_positive_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-53.1 |  0","41.27 |  0","5.08 |  0","45.1 |  0","-3.48 |  4.47242243239998e-10","8.87 |  0","-19.92 |  0","-2.42 |  0.000145241539240004","14.45 |  0","-1.79 |  0.0371753827073995","","-1.32 |  0.837706052553289"
"rate_negative_words","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.57 |  0","19.46 |  0","3.57 |  1.17661436149774e-10","-34.69 |  0","-45.25 |  0","2.66 |  1.12135841057182e-05","","-18.58 |  0","4.09 |  4.44089209850063e-14","-2.65 |  1.31935468772326e-05",""
"avg_positive_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7 |  0","70.36 |  0","-27.57 |  0","-23.22 |  0","-13.98 |  0","5.24 |  0","7.95 |  0","1.51 |  0.257127098911791","10.12 |  0","1.21 |  1.56222963739376"
"min_positive_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.36 |  0","9.13 |  0","-18.4 |  0","","","1.7 |  0.0716292017076903","1.15 |  2.18944138874675",""
"max_positive_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-26.88 |  0","-36.09 |  0","","5.28 |  0","7.69 |  0","-1.71 |  0.0647259953417745","8.3 |  0","1.01 |  4.50094514054613"
"avg_negative_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.89 |  0","58.01 |  0","-7.58 |  0","8.59 |  0","","-7.56 |  0","-3.2 |  1.7865842139031e-08"
"min_negative_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.06 |  0","-5.76 |  0","7.88 |  0","-1.05 |  3.60190247064298","-5.84 |  0","-1.93 |  0.0121788183846894"
"max_negative_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.58 |  0.166844478396655","","","-1.74 |  0.0513802274487496","-1.93 |  0.0121508053104957"
"title_subjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.21 |  0","-48.72 |  0","71.45 |  0","2.2 |  0.00121916404360878"
"title_sentiment_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-24.01 |  0","41.02 |  0","1.28 |  1.09903431296554"
"abs_title_subjectivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-40.03 |  0",""
"abs_title_sentiment_polarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71 |  6.52923435318087e-06"
"shares","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
