"","row","column","cor","p","selection","rcor","ccor"
"1174","global_rate_positive_words","rate_negative_words",-0.330125242471695,"0","rate_negative_words",0.000543234404176474,-0.0051831379532814
"1175","global_rate_negative_words","rate_negative_words",0.77955561876297,"0","global_rate_negative_words",0.00661517307162285,-0.0051831379532814
"1176","rate_positive_words","rate_negative_words",-0.53096216917038,"0","rate_positive_words",-0.0132413040846586,-0.0051831379532814
"1177","timedelta","avg_positive_polarity",0.126343920826912,"0","avg_positive_polarity",0.00866228807717562,0.0121421990916133
"1179","n_tokens_content","avg_positive_polarity",0.135122537612915,"0","avg_positive_polarity",0.00245898426510394,0.0121421990916133
"1183","num_hrefs","avg_positive_polarity",0.188235521316528,"0","num_hrefs",0.0454040095210075,0.0121421990916133
"1187","average_token_length","avg_positive_polarity",0.540117025375366,"0","average_token_length",-0.0220072995871305,0.0121421990916133
"1194","data_channel_is_world","avg_positive_polarity",-0.145499616861343,"0","data_channel_is_world",-0.0494973100721836,0.0121421990916133
"1217","LDA_02","avg_positive_polarity",-0.138262629508972,"0","LDA_02",-0.0591627284884453,0.0121421990916133
"1220","global_subjectivity","avg_positive_polarity",0.631748676300049,"0","global_subjectivity",0.0316040627658367,0.0121421990916133
"1221","global_sentiment_polarity","avg_positive_polarity",0.496703922748566,"0","avg_positive_polarity",0.00416292902082205,0.0121421990916133
"1222","global_rate_positive_words","avg_positive_polarity",0.331326365470886,"0","avg_positive_polarity",0.000543234404176474,0.0121421990916133
"1223","global_rate_negative_words","avg_positive_polarity",0.192985266447067,"0","avg_positive_polarity",0.00661517307162285,0.0121421990916133
"1224","rate_positive_words","avg_positive_polarity",0.412733316421509,"0","rate_positive_words",-0.0132413040846586,0.0121421990916133
"1225","rate_negative_words","avg_positive_polarity",0.145688891410828,"0","avg_positive_polarity",-0.0051831379532814,0.0121421990916133
"1228","n_tokens_content","min_positive_polarity",-0.261492699384689,"0","n_tokens_content",0.00245898426510394,-4.00951721530873e-05
"1236","average_token_length","min_positive_polarity",0.222206875681877,"0","average_token_length",-0.0220072995871305,-4.00951721530873e-05
"1264","LDA_00","min_positive_polarity",-0.104009985923767,"0","LDA_00",-0.00379306334070861,-4.00951721530873e-05
"1267","LDA_03","min_positive_polarity",0.108754590153694,"0","LDA_03",0.0837714895606041,-4.00951721530873e-05
"1269","global_subjectivity","min_positive_polarity",0.243983894586563,"0","global_subjectivity",0.0316040627658367,-4.00951721530873e-05
"1271","global_rate_positive_words","min_positive_polarity",-0.107093207538128,"0","global_rate_positive_words",0.000543234404176474,-4.00951721530873e-05
"1274","rate_negative_words","min_positive_polarity",0.194568485021591,"0","rate_negative_words",-0.0051831379532814,-4.00951721530873e-05
"1275","avg_positive_polarity","min_positive_polarity",0.456972688436508,"0","avg_positive_polarity",0.0121421990916133,-4.00951721530873e-05
"1278","n_tokens_content","max_positive_polarity",0.415705531835556,"0","max_positive_polarity",0.00245898426510394,0.0100677944719791
"1282","num_hrefs","max_positive_polarity",0.286733061075211,"0","num_hrefs",0.0454040095210075,0.0100677944719791
"1283","num_self_hrefs","max_positive_polarity",0.189922481775284,"0","max_positive_polarity",-0.00190040341112763,0.0100677944719791
"1284","num_imgs","max_positive_polarity",0.155232459306717,"0","num_imgs",0.0393875986337662,0.0100677944719791
"1285","num_videos","max_positive_polarity",0.125659137964249,"0","num_videos",0.0239360686391592,0.0100677944719791
"1286","average_token_length","max_positive_polarity",0.471382617950439,"0","average_token_length",-0.0220072995871305,0.0100677944719791
"1293","data_channel_is_world","max_positive_polarity",-0.12110909819603,"0","data_channel_is_world",-0.0494973100721836,0.0100677944719791
"1316","LDA_02","max_positive_polarity",-0.109330512583256,"0","LDA_02",-0.0591627284884453,0.0100677944719791
"1319","global_subjectivity","max_positive_polarity",0.518772602081299,"0","global_subjectivity",0.0316040627658367,0.0100677944719791
"1320","global_sentiment_polarity","max_positive_polarity",0.430892586708069,"0","max_positive_polarity",0.00416292902082205,0.0100677944719791
"1321","global_rate_positive_words","max_positive_polarity",0.473331093788147,"0","max_positive_polarity",0.000543234404176474,0.0100677944719791
"1322","global_rate_negative_words","max_positive_polarity",0.182927802205086,"0","max_positive_polarity",0.00661517307162285,0.0100677944719791
"1323","rate_positive_words","max_positive_polarity",0.451048225164413,"0","rate_positive_words",-0.0132413040846586,0.0100677944719791
"1325","avg_positive_polarity","max_positive_polarity",0.703558146953583,"0","avg_positive_polarity",0.0121421990916133,0.0100677944719791
"1329","n_tokens_content","avg_negative_polarity",-0.130374804139137,"0","avg_negative_polarity",0.00245898426510394,-0.0320289097726345
"1333","num_hrefs","avg_negative_polarity",-0.152145862579346,"0","num_hrefs",0.0454040095210075,-0.0320289097726345
"1336","num_videos","avg_negative_polarity",-0.115976437926292,"0","avg_negative_polarity",0.0239360686391592,-0.0320289097726345
"1337","average_token_length","avg_negative_polarity",-0.32452854514122,"0","avg_negative_polarity",-0.0220072995871305,-0.0320289097726345
"1340","data_channel_is_entertainment","avg_negative_polarity",-0.126114100217819,"0","avg_negative_polarity",-0.0170061979442835,-0.0320289097726345
"1343","data_channel_is_tech","avg_negative_polarity",0.114833660423756,"0","avg_negative_polarity",-0.0132528748363256,-0.0320289097726345
"1366","LDA_01","avg_negative_polarity",-0.102899819612503,"0","avg_negative_polarity",-0.0101828733459115,-0.0320289097726345
"1368","LDA_03","avg_negative_polarity",-0.114381022751331,"0","LDA_03",0.0837714895606041,-0.0320289097726345
"1369","LDA_04","avg_negative_polarity",0.120065681636333,"0","avg_negative_polarity",-0.0166219379752874,-0.0320289097726345
"1370","global_subjectivity","avg_negative_polarity",-0.443186789751053,"0","avg_negative_polarity",0.0316040627658367,-0.0320289097726345
"1371","global_sentiment_polarity","avg_negative_polarity",0.22976391017437,"0","avg_negative_polarity",0.00416292902082205,-0.0320289097726345
"1372","global_rate_positive_words","avg_negative_polarity",-0.131793543696404,"0","avg_negative_polarity",0.000543234404176474,-0.0320289097726345
"1373","global_rate_negative_words","avg_negative_polarity",-0.352242082357407,"0","avg_negative_polarity",0.00661517307162285,-0.0320289097726345
"1375","rate_negative_words","avg_negative_polarity",-0.34694692492485,"0","avg_negative_polarity",-0.0051831379532814,-0.0320289097726345
"1376","avg_positive_polarity","avg_negative_polarity",-0.275705009698868,"0","avg_negative_polarity",0.0121421990916133,-0.0320289097726345
"1378","max_positive_polarity","avg_negative_polarity",-0.268783897161484,"0","avg_negative_polarity",0.0100677944719791,-0.0320289097726345
"1381","n_tokens_content","min_negative_polarity",-0.450602531433105,"0","min_negative_polarity",0.00245898426510394,-0.0192973744124174
"1385","num_hrefs","min_negative_polarity",-0.263576090335846,"0","num_hrefs",0.0454040095210075,-0.0192973744124174
"1386","num_self_hrefs","min_negative_polarity",-0.122070610523224,"0","min_negative_polarity",-0.00190040341112763,-0.0192973744124174
"1387","num_imgs","min_negative_polarity",-0.136521965265274,"0","num_imgs",0.0393875986337662,-0.0192973744124174
"1388","num_videos","min_negative_polarity",-0.138190433382988,"0","num_videos",0.0239360686391592,-0.0192973744124174
"1389","average_token_length","min_negative_polarity",-0.278784334659576,"0","average_token_length",-0.0220072995871305,-0.0192973744124174
"1392","data_channel_is_entertainment","min_negative_polarity",-0.105423785746098,"0","min_negative_polarity",-0.0170061979442835,-0.0192973744124174
"1395","data_channel_is_tech","min_negative_polarity",0.116122476756573,"0","min_negative_polarity",-0.0132528748363256,-0.0192973744124174
"1421","LDA_04","min_negative_polarity",0.104232996702194,"0","min_negative_polarity",-0.0166219379752874,-0.0192973744124174
"1422","global_subjectivity","min_negative_polarity",-0.350070297718048,"0","global_subjectivity",0.0316040627658367,-0.0192973744124174
"1423","global_sentiment_polarity","min_negative_polarity",0.285377860069275,"0","min_negative_polarity",0.00416292902082205,-0.0192973744124174
"1424","global_rate_positive_words","min_negative_polarity",-0.115421622991562,"0","min_negative_polarity",0.000543234404176474,-0.0192973744124174
"1425","global_rate_negative_words","min_negative_polarity",-0.478498548269272,"0","min_negative_polarity",0.00661517307162285,-0.0192973744124174
"1427","rate_negative_words","min_negative_polarity",-0.452521950006485,"0","min_negative_polarity",-0.0051831379532814,-0.0192973744124174
"1428","avg_positive_polarity","min_negative_polarity",-0.232208997011185,"0","min_negative_polarity",0.0121421990916133,-0.0192973744124174
"1430","max_positive_polarity","min_negative_polarity",-0.360870629549026,"0","min_negative_polarity",0.0100677944719791,-0.0192973744124174
"1431","avg_negative_polarity","min_negative_polarity",0.748896181583405,"0","avg_negative_polarity",-0.0320289097726345,-0.0192973744124174
"1434","n_tokens_content","max_negative_polarity",0.225870400667191,"0","max_negative_polarity",0.00245898426510394,-0.0193002112209797
"1442","average_token_length","max_negative_polarity",-0.194659560918808,"0","average_token_length",-0.0220072995871305,-0.0193002112209797
"1475","global_subjectivity","max_negative_polarity",-0.223190888762474,"0","global_subjectivity",0.0316040627658367,-0.0193002112209797
"1479","rate_positive_words","max_negative_polarity",-0.199161663651466,"0","max_negative_polarity",-0.0132413040846586,-0.0193002112209797
"1481","avg_positive_polarity","max_negative_polarity",-0.139768481254578,"0","max_negative_polarity",0.0121421990916133,-0.0193002112209797
"1482","min_positive_polarity","max_negative_polarity",-0.183996766805649,"0","max_negative_polarity",-4.00951721530873e-05,-0.0193002112209797
"1484","avg_negative_polarity","max_negative_polarity",0.580108344554901,"0","avg_negative_polarity",-0.0320289097726345,-0.0193002112209797
"1527","LDA_03","title_subjectivity",0.129062190651894,"0","LDA_03",0.0837714895606041,0.0219666827470064
"1529","global_subjectivity","title_subjectivity",0.114122778177261,"0","global_subjectivity",0.0316040627658367,0.0219666827470064
"1531","global_rate_positive_words","title_subjectivity",0.109938114881516,"0","title_subjectivity",0.000543234404176474,0.0219666827470064
"1585","global_sentiment_polarity","title_sentiment_polarity",0.238266229629517,"0","title_sentiment_polarity",0.00416292902082205,0.0127718728035688
"1586","global_rate_positive_words","title_sentiment_polarity",0.136469140648842,"0","title_sentiment_polarity",0.000543234404176474,0.0127718728035688
"1587","global_rate_negative_words","title_sentiment_polarity",-0.138151586055756,"0","title_sentiment_polarity",0.00661517307162285,0.0127718728035688
"1588","rate_positive_words","title_sentiment_polarity",0.144466996192932,"0","rate_positive_words",-0.0132413040846586,0.0127718728035688
"1589","rate_negative_words","title_sentiment_polarity",-0.185787066817284,"0","title_sentiment_polarity",-0.0051831379532814,0.0127718728035688
"1596","title_subjectivity","title_sentiment_polarity",0.232129663228989,"0","title_subjectivity",0.0219666827470064,0.0127718728035688
"1598","n_tokens_title","abs_title_subjectivity",-0.14695405960083,"0","n_tokens_title",0.0087831187993288,0.00148099812213331
"1642","global_rate_positive_words","abs_title_subjectivity",-0.137287944555283,"0","abs_title_subjectivity",0.000543234404176474,0.00148099812213331
"1652","title_subjectivity","abs_title_subjectivity",-0.487172305583954,"0","title_subjectivity",0.0219666827470064,0.00148099812213331
"1653","title_sentiment_polarity","abs_title_subjectivity",-0.240112140774727,"0","title_sentiment_polarity",0.0127718728035688,0.00148099812213331
"1695","LDA_03","abs_title_sentiment_polarity",0.122119963169098,"0","LDA_03",0.0837714895606041,0.0271352306008339
"1699","global_rate_positive_words","abs_title_sentiment_polarity",0.103390626609325,"0","abs_title_sentiment_polarity",0.000543234404176474,0.0271352306008339
"1703","avg_positive_polarity","abs_title_sentiment_polarity",0.101191073656082,"0","abs_title_sentiment_polarity",0.0121421990916133,0.0271352306008339
"1709","title_subjectivity","abs_title_sentiment_polarity",0.714527606964111,"0","abs_title_sentiment_polarity",0.0219666827470064,0.0271352306008339
"1710","title_sentiment_polarity","abs_title_sentiment_polarity",0.410205245018005,"0","abs_title_sentiment_polarity",0.0127718728035688,0.0271352306008339
"1711","abs_title_subjectivity","abs_title_sentiment_polarity",-0.400271773338318,"0","abs_title_sentiment_polarity",0.00148099812213331,0.0271352306008339
